,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
43,43,2020/07/19,4阪神6,晴,11,トヨタ賞中京記念(G3),,18,6,12,13.2,7,5,福永祐一,54.0,芝1600,良,-3,1:33.0,0.3,111,9-3,34.0-35.2,35.4,474(-4),,,メイケイダイハード,390.0,4,,556.0400000000001,0.33333333333333326,95.53333333333333,0,,,34.440000000000005,0.7106598984771574,17.204301075268816,16.98822200164684,93.0,9.0,3.0,34.0,35.2,1.3999999999999986,0.19999999999999574,-1.2000000000000028,-0.9066666666666663,-0.11333333333333305,0.7933333333333332,-2.0,4.0,6.0,5.066666666666666,0.26666666666666666,1.4666666666666666,1.2,10.63014581273465,0.7660776723022275,4,34.86666666666667,34.78,95.5
44,44,2020/07/05,2函館2,曇,11,巴賞(OP),,10,3,3,11.3,7,2,横山和生,57.0,芝1800,良,-3,1:48.1,0.2,104,2-2-3-2,36.9-35.0,34.9,556(+10),,,トーラスジェミニ,966.0,5,,522.2,0.35625,94.8125,0,,,34.737500000000004,0.8222222222222222,16.651248843663275,17.131618988856392,108.1,2.0,2.0,36.9,35.0,-2.0,-0.10000000000000142,1.8999999999999986,-0.037499999999999645,-0.1999999999999993,-0.16249999999999964,0.0,0.0,0.0,5.0625,1.1875,1.75,0.5625,8.445223461102643,1.0775468743567433,6,35.6,34.81666666666666,99.75
45,45,2020/07/19,4阪神6,晴,11.0,トヨタ賞中京記念(G3),,18,8.0,18,28.9,9,3,川須栄彦,56.0,芝1600,良,-3.0,1:32.8,0.1,113.0,12-12,34.0-35.2,34.7,482(-6),,出遅れ,メイケイダイハード,989.2,6,,408.87500000000006,0.5066666666666666,96.9,0,,,34.459999999999994,0.6521739130434783,17.24137931034483,17.03546084321511,92.8,12.0,12.0,34.0,35.2,0.7000000000000028,-0.5,-1.2000000000000028,-0.47000000000000053,-0.4666666666666671,0.003333333333333381,9.0,9.0,0.0,8.966666666666667,2.8,2.533333333333333,-0.26666666666666666,10.552282993683033,1.1891374465575504,5,34.63333333333333,34.772222222222226,107.5
46,46,2020/05/16,2東京7,雨,11,京王杯スプリングC(G2),,13,2,2,4.9,3,3,Ｍ．デム,56.0,芝1400,稍,-14,1:20.1,0.3,113,2-3,35.2-33.1,33.1,488(-6),,,ダノンスマッシュ,1513.8,7,,1164.4333333333334,0.43,99.9,0,,,35.3,0.6818181818181818,17.478152309612984,16.966426605895315,80.1,2.0,3.0,35.2,33.1,-2.1000000000000014,0.0,2.1000000000000014,0.5300000000000005,-0.33999999999999914,-0.8699999999999996,0.0,-1.0,-1.0,6.8,1.6,1.0,-0.6,11.71211141165453,1.5821838657766572,4,33.800000000000004,35.236666666666665,107.0
47,47,2020/03/14,2中山5,雪,11,中山牝馬S(G3),,16,2,4,21.6,8,14,大野拓弥,52.0,芝1800,不,26,1:51.6,1.4,96,6-6-8-11,37.0-37.8,38.3,462(-6),,,フェアリーポルカ,,8,,401.75,0.5703703703703704,90.66666666666667,0,,,35.322222222222216,0.7649122807017544,16.129032258064516,16.70301469803862,111.6,6.0,11.0,37.0,37.8,1.2999999999999972,0.5,-0.7999999999999972,-0.4592592592592595,0.1296296296296291,0.5888888888888886,-3.0,-8.0,-5.0,4.481481481481482,-0.14814814814814814,-0.18518518518518517,-0.037037037037037035,9.07480252216689,1.336936034065831,6,37.699999999999996,35.4320987654321,102.0
48,48,2020/05/09,1新潟1,曇,11,谷川岳S(L),,16,6,11,3.7,1,1,三浦皇成,57.0,芝1600,良,-3.0,1:33.5,0.0,102.0,6-5,35.6-33.8,33.2,472(+2),,,(エントシャイデン),2535.7,9,,880.7391304347826,0.28076923076923077,99.61538461538461,0,,,34.35769230769231,0.8067796610169492,17.112299465240643,16.826265580787215,93.5,6.0,5.0,35.6,33.8,-2.3999999999999986,-0.5999999999999943,1.8000000000000043,-1.3846153846153848,-0.4076923076923083,0.9769230769230766,4.0,5.0,1.0,6.423076923076923,2.3846153846153846,2.8076923076923075,0.4230769230769231,10.584301339353942,1.2295850058837337,7,34.199999999999996,34.95512820512822,102.75
49,49,2020/08/02,2新潟4,晴,11,関越S(OP),,14,2,2,19.4,8,4,荻野極,56.0,芝1800,良,-10,1:46.0,0.7,88,1-1,34.0-36.1,36.8,512(0),,,ザダル,360.0,10,,519.275,0.40312499999999996,99.90625,0,,,34.58437500000001,0.6972789115646258,16.9811320754717,16.741796032049447,106.0,1.0,1.0,34.0,36.1,2.799999999999997,0.6999999999999957,-2.1000000000000014,-1.5343749999999996,-0.28125000000000044,1.2531249999999992,-3.0,-3.0,0.0,6.46875,1.65625,2.59375,0.9375,8.679583508476915,1.3431662222000431,7,35.63333333333333,35.18958333333333,95.75
50,50,2020/04/04,3中山3,晴,11,ダービー卿チャレンジ(G3),,16,2,3,8.1,2,10,藤井勘一,56.0,芝1600,良,-8,1:33.6,0.8,103,4-5-2,34.3-35.7,36.2,508(-2),,出遅れ,クルーガー,,11,,732.3090909090909,0.6933333333333334,98.46666666666667,0,,,34.95333333333333,0.5189873417721519,17.094017094017094,16.838760923108165,93.6,4.0,2.0,34.3,35.7,1.9000000000000057,0.5,-1.4000000000000057,-0.30666666666666487,-0.3199999999999984,-0.013333333333333523,-8.0,-6.0,2.0,6.8,-1.0666666666666667,0.26666666666666666,1.3333333333333333,10.815931536395745,1.071141330544201,5,35.4,35.162222222222226,101.0
51,51,2020/07/19,4阪神6,晴,11,トヨタ賞中京記念(G3),,18,7,14,163.0,18,1,酒井学,53.0,芝1600,良,-3,1:32.7,0.0,114,11-7,34.0-35.2,34.8,538(+6),,出遅れ,(ラセット),3964.4,12,,638.4,0.5821428571428572,90.46428571428571,0,,,34.88928571428572,0.5815602836879432,17.25997842502697,17.146660778881458,92.7,11.0,7.0,34.0,35.2,0.7999999999999972,-0.4000000000000057,-1.2000000000000028,0.3428571428571434,0.02857142857142923,-0.31428571428571417,6.0,10.0,4.0,6.5,-0.5357142857142857,-0.14285714285714285,0.39285714285714285,9.438076548838541,0.877327039842884,5,34.666666666666664,34.765476190476186,100.25
52,52,2020/07/19,4阪神6,晴,11,トヨタ賞中京記念(G3),,18,3,6,119.6,16,15,富田暁,54.0,芝1600,良,-3,1:34.7,2.0,93,15-15,34.0-35.2,36.0,506(-2),,出遅れ,メイケイダイハード,,13,,264.08000000000004,0.47500000000000003,87.3125,0,,,35.9625,0.6948051948051948,16.89545934530095,16.45924995659954,94.7,15.0,15.0,34.0,35.2,2.0,0.7999999999999972,-1.2000000000000028,1.5999999999999994,-0.36875000000000124,-1.9687500000000009,0.0,0.0,0.0,9.25,4.625,6.125,1.5,8.562006685205791,1.1912599825482086,5,35.06666666666667,35.55208333333333,97.5
53,53,2020/05/09,1新潟1,曇,11,谷川岳S(L),,16,5,9,30.9,11,4,武藤雅,55.0,芝1600,良,-3,1:33.6,0.1,100,3-2,35.6-33.8,33.4,474(+14),,,アストラエンブレム,380.0,14,,328.02857142857147,0.7695652173913043,94.6086956521739,0,,,35.23478260869565,0.5967213114754099,17.094017094017094,16.87518097851254,93.6,3.0,2.0,35.6,33.8,-2.200000000000003,-0.3999999999999986,1.8000000000000043,0.11304347826086962,0.2304347826086952,0.11739130434782559,-2.0,-1.0,1.0,4.608695652173913,-2.5217391304347827,-2.4782608695652173,0.043478260869565216,12.422467884173955,1.0586859648744862,5,34.26666666666666,35.120289855072464,100.5
54,54,2020/05/17,2東京8,晴,11,ヴィクトリアマイル(G1),,16,3,5,7.5,2,8,レーン,55.0,芝1600,良,-21,1:32.0,1.4,109,8-11,34.2-33.9,33.4,496(-4),,出遅れ,アーモンドアイ,,15,,1373.3333333333333,0.41874999999999996,104.375,0,,,34.2375,0.7345132743362832,17.391304347826086,17.11979810369916,92.0,8.0,11.0,34.2,33.9,-0.8000000000000043,-0.5,0.30000000000000426,-0.6437500000000003,-0.6062500000000006,0.037499999999999645,3.0,0.0,-3.0,8.9375,3.8125,4.375,0.5625,12.103075190452381,0.8288066211275786,5,33.833333333333336,34.65416666666666,107.5
55,55,2020/05/16,2東京7,雨,11,京王杯スプリングC(G2),,13,4,4,30.7,9,13,三浦皇成,56.0,芝1400,稍,-14,1:21.4,1.6,101,12-13,35.2-33.1,33.5,502(-4),,出脚鈍い,ダノンスマッシュ,,16,,517.6275862068965,0.4,103.41379310344827,0,,,34.451724137931045,0.7153465346534653,17.1990171990172,17.16494822205902,81.4,12.0,13.0,35.2,33.1,-1.7000000000000028,0.3999999999999986,2.1000000000000014,-0.17586206896551704,-0.5137931034482758,-0.33793103448275874,0.0,-1.0,-1.0,7.172413793103448,2.206896551724138,2.310344827586207,0.10344827586206896,7.1634876670205525,0.9289719526922695,7,33.93333333333333,34.6816091954023,102.5
56,56,2020/07/19,4阪神6,晴,11,トヨタ賞中京記念(G3),,18,5,9,103.1,15,10,藤井勘一,57.0,芝1600,良,-3.0,1:33.2,0.5,110.0,14-14,34.0-35.2,34.8,500(-12),,出遅れ,メイケイダイハード,,17,,586.9647058823529,0.5257142857142858,101.62857142857143,0,,,34.22571428571429,0.6504424778761062,17.167381974248926,16.957366669740036,93.2,14.0,14.0,34.0,35.2,0.7999999999999972,-0.4000000000000057,-1.2000000000000028,-1.1485714285714286,-0.5000000000000002,0.6485714285714285,4.0,4.0,0.0,10.17142857142857,4.3428571428571425,4.771428571428571,0.42857142857142855,8.223113690411443,0.8759122228980611,8,34.666666666666664,34.77523809523809,104.5
57,57,2020/07/05,4阪神2,晴,11,CBC賞(G3),,16,4,7,2.6,1,12,横山典弘,58.0,芝1200,稍,1,1:10.0,1.3,88,9-7,33.5-35.2,35.8,492(-2),,,ラブカンプー,,18,,614.0818181818181,0.5571428571428572,101.0,0,,,34.721428571428575,0.7065868263473054,17.142857142857142,17.04252352105008,70.0,9.0,7.0,33.5,35.2,2.299999999999997,0.5999999999999943,-1.7000000000000028,-0.1499999999999996,-0.0642857142857152,0.0857142857142844,-5.0,-3.0,2.0,5.0,-1.5714285714285714,-1.8571428571428572,-0.2857142857142857,13.193264274705568,1.263223390114881,4,34.833333333333336,34.79285714285714,103.25
58,58,2019/08/03,2新潟3,晴,5,2歳新馬,,16,6,12,5.6,3,1,津村明秀,54,芝1600,良,-13,1:36.2,0,72,8-8,37.8-32.7,32.0,456(0),,,(マルターズディオサ),700.0,1,,700.0,0.0,72.0,0,,,32.0,1.0,16.632016632016633,16.632016632016633,96.2,8.0,8.0,37.8,32.7,-5.799999999999997,-0.7000000000000028,5.099999999999994,-5.799999999999997,-0.7000000000000028,5.099999999999994,7.0,7.0,0.0,8.0,7.0,7.0,0.0,12.5,0.3999999999999986,2,34.166666666666664,34.166666666666664,72.0
59,59,2019/07/20,3中京7,曇,6,2歳新馬,,13,3,3,2.2,1,1,Ｍ．デム,54,芝1400,重,-5.0,1:23.2,0.0,75.0,2-2,35.9-35.0,34.8,500(0),,,(マイレリーフ),700.0,2,,700.0,0.0,75.0,0,,,34.8,1.0,16.826923076923077,16.826923076923077,83.2,2.0,2.0,35.9,35.0,-1.1000000000000014,-0.20000000000000284,0.8999999999999986,-1.1000000000000014,-0.20000000000000284,0.8999999999999986,1.0,1.0,0.0,2.0,1.0,1.0,0.0,10.5,0.8499999999999979,2,35.23333333333333,35.23333333333333,75.0
60,60,2019/06/22,3東京7,曇,1,2歳未勝利,,9,4,4,3.6,2,1,戸崎圭太,54,芝1600,良,-13,1:35.7,0.0,79,1-1,36.8-33.5,33.5,478(0),,,(ソヨギ),500.0,3,,340.0,0.15,71.5,0,,,34.1,0.8571428571428571,16.718913270637408,16.589909310215823,95.7,1.0,1.0,36.8,33.5,-3.299999999999997,0.0,3.299999999999997,-2.599999999999998,0.15000000000000213,2.75,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,10.656244908763854,0.49888765156986026,2,34.6,34.916666666666664,71.5
61,61,2019/07/14,3中京6,曇,5,2歳新馬,,13,7,10,4.1,2,1,松山弘平,54,芝1400,重,8,1:23.7,0.0,80,3-3,35.9-35.6,35.3,468(0),,,(ビアイ),700.0,4,,700.0,0.0,80.0,0,,,35.3,1.0,16.726403823178018,16.726403823178018,83.7,3.0,3.0,35.9,35.6,-0.6000000000000014,-0.30000000000000426,0.29999999999999716,-0.6000000000000014,-0.30000000000000426,0.29999999999999716,2.0,2.0,0.0,3.0,2.0,2.0,0.0,4.5,0.8499999999999979,2,35.6,35.6,80.0
62,62,2019/08/03,2新潟3,晴,9,ダリア賞(OP),,9,4,4,1.8,1,1,内田博幸,54,芝1400,良,-13,1:22.1,0.0,77,3-2,35.2-34.9,34.6,450(-6),,出遅れ,(テリオスヒメ),1621.0,5,,1621.0,0.0,79.5,0,,,35.1,1.0,17.05237515225335,17.159281101306533,82.1,3.0,2.0,35.2,34.9,-0.6000000000000014,-0.29999999999999716,0.30000000000000426,0.6000000000000014,-0.1999999999999993,-0.8000000000000007,1.0,2.0,1.0,2.0,1.0,1.5,0.5,2.0548046676563256,0.432049379893858,2,34.9,34.96666666666667,79.5
63,63,2019/07/28,2新潟2,曇,6,2歳新馬,,18,7,13,7.2,3,1,木幡巧也,53,芝1400,良,-10,1:23.0,0.0,68,2-2,34.6-36.4,36.1,458(0),,,(ザンセツ),700.0,6,,700.0,0.0,68.0,0,,,36.1,1.0,16.867469879518072,16.867469879518072,83.0,2.0,2.0,34.6,36.4,1.5,-0.29999999999999716,-1.7999999999999972,1.5,-0.29999999999999716,-1.7999999999999972,1.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,1.1000000000000014,2,35.699999999999996,35.699999999999996,68.0
64,64,2019/06/29,2福島1,曇,1,2歳未勝利,,10,8,9,1.9,1.0,1,三浦皇成,54,芝1800,良,-11,1:49.5,0.0,73,3-4-2-2,36.2-35.9,35.7,474(-2),,,(コロンドール),500.0,7,,390.0,0.2,69.0,0,,,34.8,0.9473684210526315,16.438356164383563,16.298172696195373,109.5,3.0,2.0,36.2,35.9,-0.5,-0.19999999999999574,0.30000000000000426,-2.650000000000002,0.10000000000000142,2.7500000000000036,1.0,2.0,1.0,2.0,0.5,1.0,0.5,6.944222218666553,0.848528137423859,2,35.93333333333333,35.65,69.0
65,65,2019/06/02,3東京2,曇,6,2歳新馬,,7,1,1,1.8,1,1,ルメール,54,芝1600,良,-17,1:36.9,0.0,71,7-7,36.6-34.4,33.8,454(0),,出遅れ,(ロジアイリッシュ),700.0,8,,700.0,0.0,71.0,0,,,33.8,1.0,16.511867905056757,16.511867905056757,96.9,7.0,7.0,36.6,34.4,-2.8000000000000043,-0.6000000000000014,2.200000000000003,-2.8000000000000043,-0.6000000000000014,2.200000000000003,6.0,6.0,0.0,7.0,6.0,6.0,0.0,5.5,0.09999999999999788,2,34.93333333333333,34.93333333333333,71.0
66,66,2019/08/04,2新潟4,晴,6,2歳新馬,,18,8,17,6.3,5.0,1,大野拓弥,54,芝1400,良,-12,1:22.9,0.0,67,4-5,34.1-36.8,36.2,468(0),,,(シオミチクレバ),700.0,9,,700.0,0.0,67.0,0,,,36.2,1.0,16.887816646562122,16.887816646562122,82.9,4.0,5.0,34.1,36.8,2.1000000000000014,-0.5999999999999943,-2.6999999999999957,2.1000000000000014,-0.5999999999999943,-2.6999999999999957,4.0,3.0,-1.0,5.0,4.0,3.0,-1.0,5.5,0.75,2,35.699999999999996,35.699999999999996,67.0
67,67,2019/06/23,3東京8,曇,5,2歳新馬,,16,2,3,80.6,11,1,武士沢友,54.0,芝1600,重,-3,1:36.6,0.0,77,5-4,36.4-35.3,35.0,432(0),,出遅れ,(ウイングレイテスト),700.0,10,,700.0,0.0,77.0,0,,,35.0,1.0,16.563146997929607,16.563146997929607,96.6,5.0,4.0,36.4,35.3,-1.3999999999999986,-0.29999999999999716,1.1000000000000014,-1.3999999999999986,-0.29999999999999716,1.1000000000000014,3.0,4.0,1.0,4.0,3.0,4.0,1.0,3.0,0.5,2,35.56666666666666,35.56666666666666,77.0
68,68,2019/06/16,3東京6,晴,6,2歳新馬,,13,6,8,2.6,1,1,三浦皇成,54,芝1400,重,-2,1:24.4,0.0,69,5-5,36.2-36.2,35.5,496(0),,出遅れ,(ルドラクシャ),700.0,11,,700.0,0.0,69.0,0,,,35.5,1.0,16.587677725118482,16.587677725118482,84.4,5.0,5.0,36.2,36.2,-0.7000000000000028,-0.7000000000000028,0.0,-0.7000000000000028,-0.7000000000000028,0.0,4.0,4.0,0.0,5.0,4.0,4.0,0.0,6.0,0.6999999999999993,2,35.96666666666667,35.96666666666667,69.0
69,69,2019/08/03,2新潟3,晴,3,2歳未勝利,,15,6,11,25.5,8,1,武士沢友,54,芝1800,良,-13,1:48.8,0.0,61,3-3,35.2-35.7,35.4,432(-6),,,(グラスデスティーノ),500.0,12,,500.0,0.65,60.5,0,,,35.45,1.0,16.544117647058822,16.651947091685834,108.8,3.0,3.0,35.2,35.7,0.19999999999999574,-0.30000000000000426,-0.5,0.24999999999999645,0.04999999999999716,-0.1999999999999993,2.0,2.0,0.0,5.5,1.5,2.0,0.5,6.377042156569663,0.30912061651652456,2,35.43333333333333,35.349999999999994,60.5
70,70,2019/07/28,2新潟2,曇,3,2歳未勝利,,10,3,3,2.7,1,1,戸崎圭太,54,芝1600,良,-10,1:35.4,0.0,72,8-8,36.0-34.6,33.8,434(-2),,,(セイウンパワフル),500.0,13,,340.0,0.2,67.5,0,,,34.0,0.9,16.771488469601675,16.68942157762409,95.4,8.0,8.0,36.0,34.6,-2.200000000000003,-0.8000000000000043,1.3999999999999986,-2.3500000000000014,-0.4499999999999993,1.9000000000000021,7.0,7.0,0.0,6.0,4.0,4.5,0.5,3.681787005729087,0.4546060565661954,2,34.800000000000004,34.93333333333334,67.5
71,71,2019/07/07,3中京4,曇,3,2歳未勝利,,8,4,4,6.2,4,1,幸英明,54,芝1600,稍,-3.0,1:36.5,0.0,78.0,6-7-8,36.0-36.2,35.5,424(-2),,,(シャルロワ),500.0,14,,305.0,0.4,75.5,0,,,35.7,0.8333333333333334,16.580310880829014,16.520608115311624,96.5,6.0,8.0,36.0,36.2,-0.5,-0.7000000000000028,-0.20000000000000284,-0.8000000000000007,-0.05000000000000071,0.75,7.0,5.0,-2.0,5.0,2.5,1.5,-1.0,4.921607686744467,0.3681787005729081,2,35.9,35.983333333333334,75.5
72,72,2019/07/20,2福島7,小雨,6,2歳新馬,,16,8,15,2.2,1,1,三浦皇成,54,芝1200,稍,8,1:12.4,0.0,59,3-2,35.4-37.0,36.8,426(0),,出遅れ,(タイキスウォード),700.0,15,,,0.0,59.0,0,,,36.8,0.0,16.574585635359114,16.574585635359114,72.4,3.0,2.0,35.4,37.0,1.3999999999999986,-0.20000000000000284,-1.6000000000000014,1.3999999999999986,-0.20000000000000284,-1.6000000000000014,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.5,1.1999999999999993,2,36.4,36.4,59.0
73,73,2019/06/08,3東京3,曇,5,2歳新馬,,13,3,3,12.3,5,1,田辺裕信,54,芝1400,稍,-12,1:22.6,0.0,81,4-3,35.6-34.9,34.6,440(0),,,(インザムービー),700.0,16,,700.0,0.0,81.0,0,,,34.6,1.0,16.949152542372882,16.949152542372882,82.6,4.0,3.0,35.6,34.9,-1.0,-0.29999999999999716,0.7000000000000028,-1.0,-0.29999999999999716,0.7000000000000028,2.0,3.0,1.0,3.0,2.0,3.0,1.0,16.0,1.0500000000000007,2,35.03333333333333,35.03333333333333,81.0
74,74,2018/11/18,5京都6,晴,11,マイルチャンピオンS(G1),,18,5,10,18.4,8,5,戸崎圭太,57,芝1600,良,-6,1:33.5,0.2,111,15-15,35.0-34.5,33.4,554(+4),,,ステルヴィオ,1100.0,1,,918.1666666666666,0.15,93.0,0,,,34.50833333333333,0.9058823529411765,17.112299465240643,16.900193465461125,93.5,15.0,15.0,35.0,34.5,-1.6000000000000014,-1.1000000000000014,0.5,-1.1749999999999996,-0.3416666666666662,0.8333333333333334,10.0,10.0,0.0,5.583333333333333,3.25,4.0,0.75,14.874623957257624,1.085842186709408,6,34.300000000000004,35.01388888888888,107.75
75,75,2019/07/21,3中京8,曇,11,トヨタ賞中京記念(G3),,16,8,15,11.5,4,4,川島信二,54,芝1600,稍,-3,1:33.7,0.1,109,13-13-10,35.3-35.6,34.3,474(+8),,,グルーヴィット,590.0,2,,600.724,0.32142857142857134,97.28571428571429,0,,,34.042857142857144,0.7975460122699386,17.075773745997864,16.89590976463752,93.7,13.0,10.0,35.3,35.6,-1.0,-1.3000000000000043,-0.30000000000000426,-1.5892857142857149,-0.5857142857142862,1.0035714285714286,6.0,9.0,3.0,8.714285714285714,4.714285714285714,5.428571428571429,0.7142857142857143,11.757356590966115,0.9038167187642179,6,35.06666666666667,34.767857142857146,108.25
76,76,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,3,4,3.8,1,3,浜中俊,57,芝1800,稍,-9,1:49.4,0.3,93,4-5-5,38.4-32.9,32.8,484(-4),,,レイエンダ,1007.1,3,,792.1052631578948,0.265,94.75,0,,,34.38,0.822429906542056,16.453382084095065,16.827354647094797,109.4,4.0,5.0,38.4,32.9,-5.600000000000001,-0.10000000000000142,5.5,-1.4700000000000002,-0.27000000000000063,1.1999999999999997,2.0,1.0,-1.0,4.6,1.5,1.5,0.0,10.222025039999039,1.1100856946349262,5,34.699999999999996,34.96,101.0
77,77,2019/06/16,3阪神6,晴,11,米子S(L),,11,1,1,6.1,3.0,7,岩田望来,54,芝1600,稍,0,1:35.3,0.6,100,4-4,36.6-34.9,34.6,458(+8),,,オールフォーラヴ,,4,,669.03,0.2818181818181818,95.45454545454545,0,,,34.52727272727273,0.8320610687022901,16.7890870933893,16.854349773800113,95.3,4.0,4.0,36.6,34.9,-2.0,-0.29999999999999716,1.7000000000000028,-1.0636363636363646,-0.3818181818181827,0.6818181818181818,-3.0,-3.0,0.0,5.181818181818182,1.4545454545454546,1.6363636363636365,0.18181818181818182,10.169398540064535,1.0781607280714478,5,35.36666666666667,35.00909090909091,103.75
78,78,2019/06/09,3東京4,雨,11,エプソムC(G3),,13,4,6,14.3,7,2,丸山元気,54,芝1800,稍,-9,1:49.2,0.1,95,1-1-1,38.4-32.9,33.0,448(+6),,,レイエンダ,1614.2,5,,871.6999999999999,0.29000000000000004,98.4,0,,,33.92999999999999,0.78125,16.483516483516482,16.82911486030579,109.2,1.0,1.0,38.4,32.9,-5.399999999999999,0.10000000000000142,5.5,-1.4700000000000002,-0.4100000000000016,1.0599999999999987,-1.0,-1.0,0.0,6.4,2.7,3.8,1.1,7.0323925839322605,0.6997047783597771,4,34.76666666666667,34.556666666666665,100.0
79,79,2019/07/21,3中京8,曇,11,トヨタ賞中京記念(G3),,16,6,11,13.8,5,11,Ｍ．デム,57.0,芝1600,稍,-3,1:34.5,0.9,100,14-14-14,35.3-35.6,34.5,460(-4),,,グルーヴィット,,6,,972.4782608695654,0.4896551724137931,104.3103448275862,0,,,34.0551724137931,0.6024844720496895,16.93121693121693,17.09514896435257,94.5,14.0,14.0,35.3,35.6,-0.7999999999999972,-1.1000000000000014,-0.30000000000000426,-0.9689655172413794,-0.6,0.3689655172413794,3.0,3.0,0.0,9.793103448275861,3.1724137931034484,4.068965517241379,0.896551724137931,6.263563061247345,0.7789237589278059,6,35.13333333333333,34.57816091954023,110.0
80,80,2019/07/21,3中京8,曇,11.0,トヨタ賞中京記念(G3),,16,1.0,2,25.4,8,7,中谷雄太,54,芝1600,稍,-3.0,1:34.1,0.5,103.0,10-11-12,35.3-35.6,34.4,474(0),,,グルーヴィット,,7,,376.7,0.5166666666666666,92.77777777777777,0,,,34.56111111111111,0.6473429951690821,17.003188097768334,17.004385395462585,94.1,10.0,12.0,35.3,35.6,-0.8999999999999986,-1.2000000000000028,-0.30000000000000426,-0.5555555555555564,-0.30555555555555597,0.2500000000000004,5.0,3.0,-2.0,7.555555555555555,1.4444444444444444,1.1111111111111112,-0.3333333333333333,11.346470035718957,1.317998146270854,4,35.1,34.84814814814814,106.75
81,81,2019/07/21,2福島8,曇,11,福島テレビOP(OP),,14,8,13,3.7,1,1,吉田豊,56,芝1800,稍,16,1:48.9,0.0,108,7-8-9-5,36.5-36.2,34.8,494(0),,,(マウントゴールド),2430.8,8,,548.7105263157896,0.36,98.9,0,,,34.2,0.734982332155477,16.52892561983471,17.008512471228094,108.9,7.0,5.0,36.5,36.2,-1.7000000000000028,-1.4000000000000057,0.29999999999999716,-1.025,-0.5350000000000001,0.4899999999999999,4.0,6.0,2.0,8.6,3.65,3.65,0.0,10.558765474461074,0.9062393951213119,6,35.833333333333336,34.72,108.75
82,82,2019/07/07,2福島4,曇,11,七夕賞(G3),,16,2,3,4.2,1,11,三浦皇成,55,芝2000,稍,5,2:00.9,1.3,100,11-11-11-11,34.3-37.5,37.7,516(+8),,,ミッキースワロー,,9,,959.1999999999999,0.2625,97.75,0,,,33.925,0.96875,16.542597187758478,16.726692413334582,120.9,11.0,11.0,34.3,37.5,3.4000000000000057,0.20000000000000284,-3.200000000000003,-2.2,-0.5375000000000005,1.6624999999999996,0.0,0.0,0.0,8.875,5.625,7.5,1.875,10.57016532802247,1.5671000188679098,4,36.5,34.8375,107.25
83,83,2019/06/16,3阪神6,晴,11,米子S(L),,11,5,5,4.2,1,1,和田竜二,54,芝1600,稍,0,1:34.7,0.0,105,2-2,36.6-34.9,34.6,452(-2),,,(リライアブルエース),2530.8,10,,768.5285714285714,0.6399999999999999,97.7,0,,,35.0,0.6585365853658537,16.89545934530095,16.808607864251353,94.7,2.0,2.0,36.6,34.9,-2.0,-0.29999999999999716,1.7000000000000028,-0.5800000000000012,-0.1,0.48000000000000115,1.0,1.0,0.0,4.7,-1.2,-1.0,0.2,7.630950462339386,0.7639609699692539,4,35.36666666666667,35.22666666666667,101.75
