,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢
152,152,2021/08/08,3新潟6,曇,9,驀進特別(2勝クラス),,18,3,6,11.9,6,13,三浦皇成,55,芝1000,良,-6.0,0:55.8,1.4,81.0,9,31.9-32.7,33.5,478(0),,,ジャスパージャック,0.0,11,5728.5,204.58928571428572,0.48928571428571427,82.46428571428571,0,,,35.089285714285715,0.7090464547677262,17.921146953405017,17.346506175280272,55.8,9.0,9.0,-4.0,-4.0,0.0,4.25,-1.0,-1.25,-0.25,11.902697063441822,1.3398138192131692,5
153,153,2021/08/14,4新潟1,雨,11,稲妻S(3勝クラス),,16,4,7,30.0,9,14,武藤雅,51,芝1000,稍,1.0,0:57.1,2.3,65.0,7,32.9-32.5,34.4,486(-2),,,ジュニパーベリー,0.0,12,2462.9,144.8764705882353,0.8529411764705881,76.11764705882354,0,,,34.79411764705883,0.6007751937984496,17.513134851138354,17.41003292165054,57.1,7.0,7.0,-7.0,-7.0,0.0,5.294117647058823,-1.7647058823529411,-2.0,-0.23529411764705882,16.6266185511199,1.3769822972404473,5
154,154,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,8,17,22.1,8,1,原優介,57,芝1000,良,-3.0,0:54.7,0.0,104.0,3,32.0-33.0,32.7,442(-2),,,(トミケンルーア),1097.8,13,2360.8,157.38666666666668,0.86,80.4,0,,,35.986666666666665,0.5631578947368421,18.281535648994513,16.832993494695316,54.7,3.0,3.0,2.0,2.0,0.0,9.4,2.8666666666666667,2.533333333333333,-0.3333333333333333,11.031028680499384,1.4584746955295453,4
155,155,2021/07/17,1福島5,晴,10,横手特別(2勝クラス),,16,8,15,13.8,6,14,津村明秀,57,芝1200,良,-9.0,1:10.3,1.2,72.0,11-13,34.1-35.0,35.4,470(-4),,,クリッパークラス,0.0,14,2072.8,115.15555555555557,1.2333333333333336,76.61111111111111,0,,,37.555555555555564,0.5643153526970954,17.069701280227598,16.55355587115755,70.3,11.0,13.0,-1.0,-3.0,-2.0,3.888888888888889,-2.9444444444444446,-3.2777777777777777,-0.3333333333333333,11.263403834009408,2.1075908184872474,4
156,156,2021/08/14,4新潟1,雨,11,稲妻S(3勝クラス),,16,2,4,67.1,15,11,永野猛蔵,51,芝1000,稍,1.0,0:56.4,1.6,77.0,13,32.9-32.5,33.0,448(-8),,,ジュニパーベリー,0.0,15,1463.4,77.02105263157895,1.0157894736842106,67.10526315789474,0,,,37.094736842105256,0.4681647940074906,17.73049645390071,16.60193342452534,56.4,13.0,13.0,2.0,2.0,0.0,7.0,-1.4736842105263157,-1.2105263157894737,0.2631578947368421,15.638094513079272,2.6884940022250365,6
157,157,2021/08/08,3新潟6,曇,9,驀進特別(2勝クラス),,18,8,16,161.9,15,11,斎藤新,55,芝1000,良,-6.0,0:55.3,0.9,90.0,16,31.9-32.7,32.3,474(+4),,,ジャスパージャック,0.0,16,2105.0,58.47222222222222,1.202777777777778,74.08333333333333,0,,,37.70555555555555,0.48846153846153845,18.083182640144667,16.36989281544738,55.3,16.0,16.0,5.0,5.0,0.0,7.861111111111111,-0.5277777777777778,-0.4722222222222222,0.05555555555555555,10.561655911959528,1.7402047686870894,7
158,158,2021/08/22,2札幌4,小雨,12,手稲山特別(2勝クラス),,16,1,2,42.4,11.0,11,横山和生,55,芝1200,良,-4.0,1:10.1,1.1,89.0,16-16,34.3-34.7,34.0,504(-2),,出遅れ,スイートクラウン,0.0,17,2540.2,110.44347826086955,0.773913043478261,82.26086956521739,0,,,35.98695652173913,0.5440251572327044,17.11840228245364,17.024370975960785,70.1,16.0,16.0,5.0,5.0,0.0,5.3478260869565215,-1.9565217391304348,-1.9130434782608696,0.043478260869565216,9.758810122140916,1.3943088690179886,5
159,159,2021/08/28,4新潟5,曇,9,岩室温泉特別(2勝クラス),,15,6,11,195.7,13,8,杉原誠人,57,ダ1200,良,-13.0,1:11.2,1.4,91.0,7-8,33.4-36.4,36.9,450(0),,,シャマル,0.0,18,1477.0,105.5,1.2928571428571427,73.5,0,,,38.042857142857144,0.5024875621890548,16.85393258426966,16.351028410411647,71.2,7.0,8.0,0.0,-1.0,-1.0,5.357142857142857,-2.7857142857142856,-3.0,-0.21428571428571427,16.46761130893677,1.4574864207486347,4
160,160,2021/09/26,4中山7,曇,2,2歳未勝利,,13,3,3,19.1,8.0,5,戸崎圭太,54,芝1200,良,-14,1:10.2,0.5,69,1-1,34.0-35.7,36.2,452(0),,,モズジャックポット,51.0,1,51.0,17.0,1.5,61.0,0,,,36.73333333333334,0.46511627906976744,17.094017094017094,16.769824766357434,70.2,1.0,1.0,-4.0,-4.0,0.0,2.3333333333333335,-6.333333333333333,-6.0,0.3333333333333333,11.648497757221744,1.7093492913971695,2
161,161,2021/09/19,5中京4,曇,3,2歳未勝利,,15,3,5,49.9,12.0,12,松若風馬,54,芝1200,良,-4,1:10.6,0.9,71,2-2,34.9-34.8,35.5,448(-4),,,テーオースパロー,0.0,2,154.0,38.5,1.9000000000000001,50.0,0,,,37.75,0.28888888888888886,16.997167138810198,16.470078563817783,70.6,2.0,2.0,-10.0,-10.0,0.0,2.25,-6.75,-7.0,-0.25,20.771133815947554,2.4967178454923578,2
162,162,2021/09/19,4中山4,晴,4,2歳新馬,,16,5,10,53.9,10.0,9,菊沢一樹,54,芝1200,稍,-13,1:10.4,1.1,67,4-6,34.1-35.2,36.1,450(0),,,アポロルタ,0.0,3,0.0,0.0,1.1,67.0,0,,,36.1,0.4666666666666667,17.045454545454543,17.045454545454543,70.4,4.0,6.0,-3.0,-5.0,-2.0,6.0,-3.0,-5.0,-2.0,5.5,1.5,2
163,163,2021/09/19,4中山4,晴,3,2歳未勝利,,10,2,2,12.3,5.0,7,丹内祐次,54,ダ1800,重,-22,1:56.4,1.7,53,3-3-3-5,38.3-39.3,40.6,464(+2),,,ネフィリム,0.0,4,0.0,0.0,2.1666666666666665,53.666666666666664,0,,,38.199999999999996,0.3548387096774194,15.463917525773196,15.826191098186834,116.4,3.0,5.0,-2.0,-4.0,-2.0,5.666666666666667,-2.0,-3.0,-1.0,10.21028892833107,2.8838992700855557,2
164,164,2021/07/10,1福島3,曇,2,2歳未勝利,,12,4,4,11.4,4.0,3,三浦皇成,54,芝1200,稍,-2,1:10.4,0.4,78,1-1,33.8-36.2,36.6,452(-4),,,ベルウッドブラボー,130.0,5,130.0,65.0,0.7,68.5,0,,,35.85,0.6153846153846154,17.045454545454543,16.702686372931772,70.4,1.0,1.0,-2.0,-2.0,0.0,1.5,-4.5,-5.0,-0.5,7.845734863959881,0.9533566430716743,2
165,165,2021/09/18,5中京3,雨,2,2歳未勝利,,10,3,3,8.0,4.0,4,武豊,54,ダ1200,不,-26,1:12.6,1.5,63,1-1,35.3-35.8,37.3,464(-2),,,メズメライザー,77.0,6,154.0,51.333333333333336,1.2666666666666666,61.333333333333336,0,,,37.83333333333333,0.6666666666666666,16.528925619834713,16.312211626517595,72.6,1.0,1.0,-3.0,-3.0,0.0,2.3333333333333335,-2.3333333333333335,-2.6666666666666665,-0.3333333333333333,6.745368781616021,1.6976086121364948,2
166,166,2021/09/20,4中山5,晴,3,2歳未勝利,,13,2,2,142.4,10.0,6,的場勇人,54,ダ1200,稍,-14,1:13.1,1.2,64,1-1,33.8-38.1,39.3,432(0),,,エムティゲラン,0.0,7,0.0,0.0,1.9333333333333333,51.0,0,,,39.333333333333336,0.3611111111111111,16.415868673050618,16.10195042420978,73.1,1.0,1.0,-5.0,-5.0,0.0,3.0,-5.666666666666667,-6.666666666666667,-1.0,10.755812382149477,2.186749871384472,2
167,167,2021/09/18,4中山3,雨,3,2歳未勝利,,16,3,6,157.2,14.0,9,岩部純二,54,芝1200,重,-10,1:10.7,0.8,65,6-5,34.1-35.8,36.4,428(-2),,,トーセンキャロル,0.0,8,0.0,0.0,1.2666666666666666,58.0,0,,,36.333333333333336,0.4222222222222222,16.973125884016973,16.636697379445323,70.7,6.0,5.0,-4.0,-3.0,1.0,5.666666666666667,-4.0,-3.0,1.0,7.22841614740048,1.2597122687344124,2
168,168,2021/07/24,3新潟1,晴,1,2歳未勝利,,15,4,7,214.2,13.0,12,石橋脩,54,芝1400,良,-16,1:22.7,1.9,66,2-2,33.9-35.3,37.1,454(+6),,,ジャズブルース,0.0,9,0.0,0.0,2.0999999999999996,60.5,0,,,36.55,0.2692307692307692,16.928657799274486,16.86769024417506,82.7,2.0,2.0,-10.0,-10.0,0.0,5.5,-5.0,-5.5,-0.5,4.784233364802441,1.239175353029407,2
169,169,2021/09/18,4中山3,雨,3,2歳未勝利,,16,5,10,15.1,6.0,6,菅原明良,54,芝1200,重,-10,1:10.4,0.5,70,3-2,34.1-35.8,36.2,452(+2),,,トーセンキャロル,0.0,10,200.0,50.0,0.825,64.5,0,,,35.075,0.7213114754098361,17.045454545454543,17.287756904417478,70.4,3.0,2.0,-4.0,-3.0,1.0,3.75,-1.5,-1.75,-0.25,3.5777087639996634,1.137717012266232,2
170,170,2021/08/01,1函館10,曇,1,2歳未勝利,,9,4,4,8.0,3.0,4,小沢大仁,51,ダ1000,良,-5,1:01.1,0.4,56,1-1,35.4-37.3,37.7,430(0),,,ヒルノショパン,77.0,11,147.0,73.5,0.5,58.5,0,,,37.25,0.6111111111111112,16.366612111292962,16.586667400184297,61.1,1.0,1.0,-3.0,-3.0,0.0,2.0,-2.5,-2.5,0.0,2.160246899469287,1.5755069730795304,2
171,171,2021/09/18,4中山3,雨,1,2歳未勝利,,16,1,2,73.8,12.0,12,永野猛蔵,51,ダ1200,不,-16,1:13.7,1.8,53,13-12,34.2-37.7,38.0,434(+8),,出遅れ,モズゴールドメダル,0.0,12,0.0,0.0,1.75,51.25,0,,,36.45,0.29310344827586204,16.28222523744912,16.516106254912224,73.7,13.0,12.0,0.0,1.0,1.0,11.0,-0.25,-0.25,0.0,11.178550889985695,1.6107141273360706,2
172,172,2021/09/18,4中山3,雨,3,2歳未勝利,,16,2,4,211.8,15.0,12,嶋田純次,54,芝1200,重,-10,1:11.2,1.3,58,3-5,34.1-35.8,37.0,382(0),,,トーセンキャロル,0.0,13,0.0,0.0,1.325,51.75,0,,,35.5,0.3709677419354839,16.85393258426966,17.05791814324629,71.2,3.0,5.0,-7.0,-9.0,-2.0,6.75,-4.0,-4.25,-0.25,8.4,1.2441864811996628,2
173,173,2021/09/18,4中山3,雨,3,2歳未勝利,,16,8,15,75.6,12.0,13,杉原誠人,54,芝1200,重,-10,1:11.5,1.6,54,7-5,34.1-35.8,37.1,462(-4),,,トーセンキャロル,0.0,14,0.0,0.0,1.6000000000000003,58.0,0,,,36.53333333333334,0.3191489361702128,16.783216783216783,16.64890772654985,71.5,7.0,5.0,-8.0,-6.0,2.0,5.0,-6.666666666666667,-6.0,0.6666666666666666,3.960744879438715,1.028044259747606,2
174,174,2021/09/25,5中京6,晴,5,2歳新馬,,14,7,13,123.2,13.0,14,泉谷楓真,53,芝1400,良,-14,1:24.1,1.8,60,5-7,36.0-34.2,35.4,490(0),,,ヴィルチュオーズ,0.0,15,0.0,0.0,1.8,60.0,0,,,35.4,0.0,16.646848989298455,16.646848989298455,84.1,5.0,7.0,-7.0,-9.0,-2.0,7.0,-7.0,-9.0,-2.0,4.5,0.5500000000000007,2
175,175,2021/09/12,4中山2,曇,1,2歳未勝利,,16,8,16,266.4,15.0,14,小林凌大,51,ダ1200,良,-8.0,1:15.0,3.7,43.0,16-15,33.7-37.6,39.5,434(-6),,,ヒストリックノヴァ,0.0,16,0.0,0.0,4.65,31.0,0,,,39.55,0.06896551724137931,16.0,15.822685788787483,75.0,16.0,15.0,1.0,2.0,1.0,15.0,0.5,1.0,0.5,9.797958971132712,2.3338094752285725,2
176,176,2021/08/21,4新潟3,晴,5,2歳新馬,,17,8,18,287.3,17.0,17,小林脩斗,51,芝1200,良,-7,1:13.2,2.7,29,15-15,35.1-35.4,36.4,396(0),,,ジャスパークローネ,0.0,17,0.0,0.0,2.7,29.0,0,,,36.4,0.0,16.39344262295082,16.39344262295082,73.2,15.0,15.0,-2.0,-2.0,0.0,15.0,-2.0,-2.0,0.0,1.5,0.75,2
177,177,2021/07/18,3小倉6,晴,8,3歳以上1勝クラス,,18,6,12,57.9,13,14,西村淳也,55,芝1200,良,-7,1:09.2,1.4,80,3-6,33.1-34.7,35.7,466(+2),,,グランレイ,0.0,1,635.4,39.7125,0.99375,70.5625,0,,,36.699999999999996,0.5070422535211268,17.341040462427745,16.661216091571053,69.2,3.0,6.0,-8.0,-11.0,-3.0,3.25,-4.3125,-4.5625,-0.25,18.381764696470288,1.7799926130246009,5
178,178,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,1,2,22.7,7,11,石橋脩,55,芝1000,稍,-3,0:56.5,1.1,72,5,32.8-33.2,34.1,408(-4),,,レオハイセンス,0.0,2,1145.2,57.260000000000005,1.115,63.5,0,,,35.790000000000006,0.5676691729323309,17.699115044247787,16.841017746025145,56.5,5.0,5.0,-6.0,-6.0,0.0,6.5,-0.25,-1.3,-1.05,21.43788157537748,1.6901877688226095,4
179,179,2021/08/29,2札幌6,晴,9,小樽特別(1勝クラス),,16,7,14,6.1,5,5,大野拓弥,52,芝1200,良,-12,1:09.3,0.3,92,9-8,33.4-35.6,34.8,450(+2),,,ラヴケリー,106.0,3,1406.0,108.15384615384616,0.823076923076923,81.07692307692308,0,,,35.400000000000006,0.5202312138728323,17.316017316017316,16.992847856104188,69.3,9.0,8.0,3.0,4.0,1.0,6.923076923076923,-0.46153846153846156,0.3076923076923077,0.7692307692307693,9.146483655772098,1.3402900995756142,3
180,180,2021/07/18,3小倉6,晴,8,3歳以上1勝クラス,,18,3,6,40.1,12,11,鮫島克駿,55,芝1200,良,-7,1:08.5,0.7,90,7-7,33.1-34.7,34.7,416(+10),,,グランレイ,0.0,4,1106.0,69.125,0.90625,77.75,0,,,35.28125,0.5769230769230769,17.51824817518248,17.05761529318487,68.5,7.0,7.0,-4.0,-4.0,0.0,8.0625,0.875,0.375,-0.5,13.46994604171754,1.2454762433159285,4
181,181,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,5,9,24.5,9,15,嶋田純次,52,芝1000,稍,-3,0:57.0,1.6,63,1,32.8-33.2,34.8,460(+8),,,レオハイセンス,0.0,5,1301.0,92.92857142857143,1.1857142857142855,71.78571428571429,0,,,35.942857142857136,0.3978494623655914,17.54385964912281,17.069969125986884,57.0,1.0,1.0,-14.0,-14.0,0.0,5.928571428571429,-3.0714285714285716,-3.642857142857143,-0.5714285714285714,14.867414032036642,1.7665282964680247,3
182,182,2021/08/14,4新潟1,雨,11,稲妻S(3勝クラス),,16,1,1,53.6,12,13,江田照男,50,芝1000,稍,1,0:56.9,2.1,68,3,32.9-32.5,34.3,452(-2),,,ジュニパーベリー,0.0,6,1140.9,95.075,1.3333333333333333,63.666666666666664,0,,,35.583333333333336,0.510989010989011,17.57469244288225,17.118796312991574,56.9,3.0,3.0,-10.0,-10.0,0.0,3.9166666666666665,-4.5,-4.25,0.25,24.61658650911915,2.0550702200818973,4
183,183,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,6,11,53.8,13.0,8,嶋田純次,55,芝1000,良,-3,0:55.5,0.8,90,14,32.0-33.0,32.4,448(-2),,,ニルカンタテソーロ,0.0,7,1555.5,42.04054054054054,0.7972972972972971,55.86486486486486,0,,,37.41621621621622,0.6830357142857143,18.01801801801802,16.136343228198026,55.5,14.0,14.0,6.0,6.0,0.0,6.054054054054054,1.2162162162162162,1.4324324324324325,0.21621621621621623,15.272705725123004,2.7476671041513483,5
184,184,2021/08/15,4新潟2,晴,12,3歳以上1勝クラス,,18,6,11,105.8,13,16,小林脩斗,52,芝1200,良,-6.0,1:10.7,1.8,68.0,13-13,34.5-34.4,34.7,518(-2),,出遅れ,フミロア,0.0,8,816.0,32.64,1.1119999999999999,66.6,0,,,36.07599999999999,0.4629080118694362,16.973125884016973,16.816945474227747,70.7,13.0,13.0,-3.0,-3.0,0.0,8.16,-0.08,-0.48,-0.4,18.420667900951905,2.67239891788845,6
185,185,2021/05/16,2新潟4,小雨,7,4歳以上1勝クラス,,15,2,3,197.2,15,13,武士沢友,57,ダ1200,良,-5,1:13.5,1.5,67,11-11,34.4-37.6,37.8,462(+4),,出遅れ,ケイアイマリブ,0.0,9,700.0,70.0,2.2800000000000002,60.5,0,,,37.419999999999995,0.20168067226890757,16.3265306122449,16.327819104807446,73.5,11.0,11.0,-2.0,-2.0,0.0,10.7,0.2,0.3,0.1,20.669776714359728,3.5474586410439457,4
186,186,2021/02/28,2中山2,晴,8,4歳以上1勝クラス,,16,6,11,21.0,11,16,木幡育也,54,ダ1200,良,1,1:15.1,2.3,51,2-3,34.9-37.9,40.1,442(0),,,カイアワセ,0.0,10,750.0,107.14285714285714,0.9285714285714286,65.71428571428571,0,,,37.48571428571428,0.4423076923076923,15.978695073235688,16.58060628514937,75.1,2.0,3.0,-13.0,-14.0,-1.0,2.5714285714285716,-6.714285714285714,-7.142857142857143,-0.42857142857142855,9.198335447242615,1.9480358697929583,4
187,187,2021/09/20,5中京5,晴,12,3歳以上1勝クラス,,18,7,14,55.6,15,8,松田大作,57,芝1200,良,-10,1:09.0,0.4,91,16-16,34.1-34.5,33.8,504(0),,出遅れ,カーフライターク,0.0,11,1548.0,86.0,0.9999999999999998,75.38888888888889,0,,,36.58888888888888,0.563265306122449,17.391304347826086,16.49713432142585,69.0,16.0,16.0,8.0,8.0,0.0,8.166666666666666,1.2222222222222223,2.611111111111111,1.3888888888888888,12.124241416142187,2.4669561358437817,4
188,188,2021/08/22,4小倉4,小雨,7,3歳以上1勝クラス,,13,6,8,31.0,10,11,和田竜二,57,芝1200,稍,-2.0,1:09.3,0.8,83.0,13-12,33.2-35.3,34.3,478(+4),,出遅れ,ニシノガブリヨリ,0.0,12,1253.7,125.37,1.5700000000000003,67.7,0,,,35.92999999999999,0.4732824427480916,17.316017316017316,16.791909435046957,69.3,13.0,12.0,1.0,2.0,1.0,10.3,2.4,3.1,0.7,16.339375955389798,2.00515863637389,4
189,189,2021/05/08,2新潟1,晴,7,4歳以上1勝クラス,,9,6,6,74.1,8,8,小林凌大,52,ダ1800,良,-1,1:55.5,1.6,71,5-5-5-5,37.3-38.4,39.4,450(-2),,,アドマイヤメティス,0.0,13,760.0,50.666666666666664,1.4933333333333336,69.53333333333333,0,,,38.42666666666666,0.4427860696517413,15.584415584415584,15.98225226009954,115.5,5.0,5.0,-3.0,-3.0,0.0,5.866666666666666,-2.6,-1.8,0.8,7.110731326663946,1.790065903116418,5
190,190,2021/07/18,1福島6,晴,8,3歳以上1勝クラス,,14,3,4,162.4,14,14,丸田恭介,57,ダ1700,良,2.0,1:51.2,4.2,49.0,9-8-9-14,29.8-39.1,42.4,488(-12),,,タマモヒップホップ,0.0,14,510.0,51.0,1.8699999999999999,66.8,0,,,38.46,0.3333333333333333,15.287769784172662,16.18153319202893,111.2,9.0,14.0,0.0,-5.0,-5.0,7.7,-2.5,-3.1,-0.6,12.24339930110429,2.4763676411661635,4
191,191,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,5,10,7.5,5,4,丸田恭介,55,芝1000,良,-3,0:55.1,0.4,97,8,32.0-33.0,32.6,410(+4),,,ニルカンタテソーロ,160.0,15,1137.7,42.13703703703704,1.0074074074074073,72.18518518518519,0,,,36.481481481481474,0.5472222222222223,18.148820326678766,16.5106207525778,55.1,8.0,8.0,4.0,4.0,0.0,6.666666666666667,-0.37037037037037035,-0.8518518518518519,-0.48148148148148145,13.954143192790374,2.0389698279238146,4
192,192,2021/08/21,2札幌3,晴,8,3歳以上1勝クラス,,12,7,10,16.5,7,9,秋山稔樹,53,ダ1000,良,4,1:01.0,1.1,63,2-2,35.7-36.0,37.0,476(0),,,ブーケオブアイリス,0.0,16,1059.8,52.989999999999995,0.655,61.0,0,,,37.480000000000004,0.6594827586206896,16.39344262295082,16.238025583930288,61.0,2.0,2.0,-7.0,-7.0,0.0,1.65,-3.3,-3.4,-0.1,14.875599037081436,1.7515914370532524,4
193,193,2021/09/05,4新潟8,晴,12,雷光特別(1勝クラス),,17,7,13,39.0,11,3,柴田大知,55,芝1000,良,-3,0:55.0,0.3,99,8,32.0-33.0,32.5,462(+6),,,ニルカンタテソーロ,275.4,17,1351.4,75.07777777777778,1.5277777777777777,68.33333333333333,0,,,36.916666666666664,0.36771300448430494,18.181818181818183,16.605369897345973,55.0,8.0,8.0,5.0,5.0,0.0,7.444444444444445,-1.3888888888888888,-0.8888888888888888,0.5,11.254546634342866,1.797767159284753,4
194,194,2021/07/25,1函館8,晴,12,3歳以上1勝クラス,,11,8,11,6.1,3,10,横山武史,52,芝1200,良,-8,1:10.8,1.3,69,11-11,34.2-35.3,35.8,422(-4),,出遅れ,クインズセージ,0.0,18,700.0,233.33333333333334,0.8333333333333334,73.0,0,,,35.46666666666667,0.4,16.949152542372882,16.949242710629104,70.8,11.0,11.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,2.8613807855648994,0.8986100377805716,3
195,195,2021/05/01,1新潟7,曇,9,4歳以上1勝クラス,,11,7,8,32.3,8,10,藤田菜七,55,ダ1200,稍,-11,1:12.6,2.1,74,5-6,34.4-36.1,37.6,444(-4),,,ララクリュサオル,0.0,1,1263.0,90.21428571428571,0.9214285714285715,78.71428571428571,0,,,36.221428571428575,0.5229885057471264,16.528925619834713,16.729526197959657,72.6,5.0,6.0,-4.0,-5.0,-1.0,9.857142857142858,2.9285714285714284,2.5714285714285716,-0.35714285714285715,11.312529926295591,1.3720382242812659,4
196,196,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,6,12,2.6,1,5,津村明秀,57,芝1000,稍,-3,0:55.8,0.4,84,13,32.8-33.2,33.0,478(0),,,レオハイセンス,106.0,2,3642.2,182.10999999999999,0.5900000000000001,82.5,0,,,34.989999999999995,0.7533783783783784,17.921146953405017,17.1621577945761,55.8,13.0,13.0,8.0,8.0,0.0,9.15,4.5,5.1,0.6,12.225952842314351,1.742635947451869,5
197,197,2021/08/01,3新潟4,晴,8,3歳以上1勝クラス,,15,1,1,320.4,15,14,斎藤新,54,ダ1200,良,-11,1:13.4,2.8,62,9-9,34.0-36.6,38.5,456(+4),,,ノーリス,0.0,3,1076.0,63.294117647058826,1.6,66.52941176470588,0,,,37.17647058823529,0.3285024154589372,16.34877384196185,16.5126376453182,73.4,9.0,9.0,-5.0,-5.0,0.0,7.411764705882353,-1.7647058823529411,-1.2352941176470589,0.5294117647058824,11.55662388223981,1.7030201930035291,4
198,198,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,7,14,6.6,3,4,丸田恭介,55,芝1000,稍,-3,0:55.7,0.3,86,8,32.8-33.2,33.1,406(+6),,,レオハイセンス,160.0,4,977.7,37.603846153846156,1.0307692307692309,71.23076923076923,0,,,36.630769230769225,0.5348837209302325,17.953321364452425,16.447613076650843,55.7,8.0,8.0,4.0,4.0,0.0,6.615384615384615,-0.5384615384615384,-1.0384615384615385,-0.5,14.19190441384215,2.003707126717141,4
199,199,2021/08/15,4新潟2,曇,4,3歳未勝利,,18,2,3,17.1,5,1,武藤雅,54,芝1000,稍,0,0:55.3,0.0,96,1,32.8-33.1,33.1,444(0),,,(リネンデザイン),510.0,5,821.0,136.83333333333334,0.9833333333333334,70.66666666666667,0,,,37.416666666666664,0.6835443037974683,18.083182640144667,16.68805904567778,55.3,1.0,1.0,0.0,0.0,0.0,3.6666666666666665,-1.5,-1.3333333333333333,0.16666666666666666,15.67006765805953,2.6778761002263094,3
200,200,2021/08/15,4新潟2,晴,6,3歳未勝利,,15,4,6,4.9,3,1,Ｍ．デム,54,ダ1200,重,-22,1:10.9,0.0,86,1-1,34.4-36.5,36.5,442(-2),,,(ティプシーワールド),510.0,6,867.0,123.85714285714286,1.0571428571428572,67.0,0,,,38.15714285714286,0.6732673267326733,16.92524682651622,16.173315874158032,70.9,1.0,1.0,0.0,0.0,0.0,2.0,-3.7142857142857144,-3.7142857142857144,0.0,15.838540810314566,2.3350588857671246,3
201,201,2021/08/08,3新潟6,曇,9,驀進特別(2勝クラス),,18,2,3,97.6,13,18,藤田菜七,52,芝1000,良,-6,0:56.8,2.4,63,5,31.9-32.7,34.7,472(0),,,ジャスパージャック,0.0,7,580.0,64.44444444444444,1.511111111111111,65.22222222222223,0,,,36.44444444444444,0.3435114503816794,17.605633802816904,17.007281260517015,56.8,5.0,5.0,-13.0,-13.0,0.0,4.555555555555555,-6.0,-6.444444444444445,-0.4444444444444444,12.87672318565558,2.1174512981412343,3
202,202,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,3,6,87.7,14.0,10,長岡禎仁,55,芝1000,稍,-3,0:56.5,1.1,72,16,32.8-33.2,33.0,450(0),,,レオハイセンス,0.0,8,1555.5,43.208333333333336,0.797222222222222,54.916666666666664,0,,,37.55555555555556,0.6875,17.699115044247787,16.084074484036357,56.5,16.0,16.0,6.0,6.0,0.0,5.833333333333333,1.0833333333333333,1.3055555555555556,0.2222222222222222,14.324732273640167,2.6773841119608295,5
203,203,2021/08/15,4新潟2,晴,12,3歳以上1勝クラス,,18,5,10,23.2,7,2,戸崎圭太,55,芝1200,良,-6,1:09.5,0.6,85,2-2,34.5-34.4,34.8,460(+6),,,フミロア,300.0,9,2763.3,110.53200000000001,0.8519999999999998,78.88,0,,,35.876,0.6225895316804407,17.26618705035971,17.030880139975075,69.5,2.0,2.0,0.0,0.0,0.0,3.04,-3.44,-3.4,0.04,13.322357415284717,1.156151543065417,5
204,204,2021/08/22,4新潟4,晴,9,閃光特別(1勝クラス),,18,7,13,21.9,6,2,杉原誠人,54,芝1000,稍,-3,0:55.4,0.0,92,1,32.8-33.2,33.2,436(+2),,,レオハイセンス,431.4,10,1652.8,127.13846153846154,0.9692307692307693,71.53846153846153,0,,,35.30769230769231,0.6223404255319149,18.050541516245488,17.26227788011084,55.4,1.0,1.0,-1.0,-1.0,0.0,6.076923076923077,-0.38461538461538464,-0.7692307692307693,-0.38461538461538464,14.119027543549526,1.9634543695295017,3
205,205,2021/07/25,3新潟2,晴,11,アイビスサマーD(G3),,16,8,16,94.5,13,8,斎藤新,54,芝1000,良,-10,0:55.2,1.0,88,5,32.4-32.3,33.0,454(-6),,,オールアットワンス,0.0,11,1290.0,86.0,1.1666666666666667,65.6,0,,,35.66,0.4954545454545455,18.115942028985508,17.140979065137973,55.2,5.0,5.0,-3.0,-3.0,0.0,4.133333333333334,-4.266666666666667,-4.333333333333333,-0.06666666666666667,19.64847322312856,1.93536172329619,4
206,206,2021/08/15,4新潟2,晴,12,3歳以上1勝クラス,,18,2,3,157.0,17,8,柴田大知,55,芝1200,良,-6,1:10.0,1.1,78,5-5,34.5-34.4,34.7,462(+10),,,フミロア,0.0,12,827.5,41.375,1.4,65.4,0,,,38.154999999999994,0.46048109965635736,17.142857142857142,16.300559519334342,70.0,5.0,5.0,-3.0,-3.0,0.0,5.65,-3.2,-3.65,-0.45,13.071753834100445,2.1572637409627418,5
