,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均,ﾀｲﾑ指数10平均
32,32,2022/08/25,佐賀,晴,2,新涼賞,,10,6,6,47.1,8,7,金山昇馬,54,ダ1400,不,-1,1:34.8,2.5,0,10-10-9-8,0.0-39.7,39.7,405(-2),,,エイシンホクサイ,,5,,0.0,1.5590909090909089,13.545454545454545,0,,,39.972727272727276,0.46808510638297873,14.767932489451477,14.967378620824666,94.8,10.0,8.0,9.25,1.0,0.0,39.7,39.7,0.0,-39.7,3.0521739130434784,39.79565217391304,7.384057971014493,36.991304347826095,0.24782608695652217,-36.74347826086956,1.0,3.0,2.0,0.7298803249890206,6.565217391304348,7.695652173913044,0.5652173913043478,1.6956521739130435,1.1304347826086956,15.14283842466648,1.3020016641054397,4,2.5,1.5590909090909089,26.46666666666667,27.630434782608695,-80.0,-1521.0,10.0,13.545454545454545
33,33,2022/08/25,佐賀,晴,2,新涼賞,,10,1,1,59.1,9.0,8.0,川島拓,54.0,ダ1400,不,-1.0,1:35.2,2.9,-5.0,9-9-10-9,0.0-39.7,40.3,398(-8),,,エイシンホクサイ,,6.0,,0.0,1.7727272727272732,9.363636363636363,0,,,41.199999999999996,0.42105263157894735,14.705882352941176,14.8447461969879,95.2,9.0,9.0,9.25,0.9,0.0,39.7,40.3,0.5999999999999943,-39.7,2.5237288135593223,40.28135593220339,5.995762711864407,38.5135593220339,0.7559322033898302,-37.75762711864407,1.0,1.0,0.0,0.5175697654511212,6.5423728813559325,5.508474576271187,0.2033898305084746,-0.8305084745762712,-1.0338983050847457,11.964066569895408,1.3255774423079008,6,2.9,1.7727272727272732,26.666666666666668,27.94745762711864,-85.0,-4230.0,11.0,9.363636363636363
34,34,2022/08/25,佐賀,晴,2,新涼賞,,10,8,11,20.5,5,6,中山蓮王,53,ダ1400,不,-1,1:34.7,2.4,1,7-6-7-5,0.0-39.7,40.3,563(+3),,,エイシンホクサイ,,7,,0.0,1.8499999999999999,7.909090909090909,0,,,40.790909090909096,0.43820224719101125,14.78352692713833,14.798045463010979,94.7,7.0,5.0,6.25,0.7,0.0,39.7,40.3,0.5999999999999943,-39.7,2.991666666666667,39.92916666666666,6.076388888888889,38.5,1.5625,-36.93749999999999,-1.0,1.0,2.0,0.5999068061568061,5.833333333333333,6.041666666666667,-0.875,-0.6666666666666666,0.20833333333333334,20.11900593965815,2.581317493064346,4,2.4,1.8499999999999999,26.666666666666668,28.1375,-79.0,-1894.0,12.25,7.909090909090909
35,35,2022/08/25,佐賀,晴,1,佐賀競馬移転開設50,,11,8,12,32.0,8.0,7,出水拓人,54,ダ1400,不,-1.0,1:35.5,2.7,-8.0,5-5-8-6,0.0-39.1,40.9,436(-13),,,ドラコテソーロ,,8,,0.0,2.0727272727272723,6.818181818181818,0,,,41.22727272727273,0.32989690721649484,14.659685863874346,15.079733284300735,95.5,5.0,6.0,6.0,0.45454545454545453,0.0,39.1,40.9,1.7999999999999972,-39.1,,,5.862860892388452,,,,-1.0,-2.0,-1.0,0.6198980809217027,5.929133858267717,5.834645669291339,-0.25196850393700787,-0.3464566929133858,-0.09448818897637795,17.439752248701634,1.5851414258178194,7,2.7,2.0727272727272723,26.666666666666668,,-88.0,-6864.0,1.25,6.818181818181818
36,36,2022/07/31,佐賀,曇,11,SAGAリベンジャー,,11,3,3,3.7,1.0,1.0,加茂飛翔,52,ダ900,良,5.0,0:56.9,-0.2,14.0,1-1,0.0-38.4,38.4,424(-4),,,(メイショウフィット),35.0,9.0,,0.2545454545454545,1.8636363636363635,-6.363636363636363,0,,,42.57272727272727,0.3877551020408163,15.817223198594025,15.019570245759446,56.9,1.0,1.0,1.0,0.09090909090909091,0.0,38.4,38.4,0.0,-38.4,0.0,39.06206896551724,4.103448275862069,40.96551724137931,1.9034482758620692,-39.06206896551724,0.0,0.0,0.0,0.36262626262626263,4.9655172413793105,3.7241379310344827,-1.5517241379310345,-2.793103448275862,-1.2413793103448276,17.143868356418928,2.7335792572295317,4,-0.1,2.627272727272727,25.599999999999998,26.675862068965518,-66.0,-2531.0,11.25,0.18181818181818182
37,37,2022/08/25,佐賀,晴,2,新涼賞,,10,8,10,35.9,7,9,田中直人,56,ダ1400,不,-1,1:35.3,3.0,-6,3-4-5-7,0.0-39.7,42.1,537(+9),,,エイシンホクサイ,,10,,0.0,3.1636363636363636,0.6666666666666666,0,,,41.400000000000006,0.03571428571428571,14.690451206715636,15.123388770026086,95.3,3.0,7.0,4.75,0.3,0.0,39.7,42.1,2.3999999999999986,-39.7,16.153333333333332,39.1,6.3,24.7,1.7533333333333345,-22.946666666666665,-2.0,-6.0,-4.0,0.5614997964997966,6.4,6.4,-1.6666666666666667,-1.6666666666666667,0.0,26.379368714015882,1.1746675061480158,4,3.0,3.5666666666666664,27.26666666666667,32.035555555555554,-86.0,-649.0,12.25,26.636363636363637
38,38,2022/08/21,佐賀,晴,9,長崎街道中原宿特選,,12,7,10,1.5,1,7,倉富隆一,56,ダ900,不,-1,0:55.3,0.8,38,8-9,0.0-36.8,36.5,498(+7),,,アロハロック,,1,,1.475,1.7409090909090907,34.75,0,,,40.337500000000006,0.6323529411764706,16.2748643761302,15.343884741612552,55.3,8.0,9.0,8.5,0.6666666666666666,0.0,36.8,36.5,-0.29999999999999716,-36.8,13.099999999999998,38.8142857142857,3.2142857142857144,26.835714285714285,1.121428571428572,-25.714285714285705,2.0,1.0,-1.0,0.23971861471861478,4.0,2.642857142857143,-1.4285714285714286,-2.7857142857142856,-1.3571428571428572,17.99135594914649,2.520176360671786,5,0.8,0.56875,24.433333333333334,30.61666666666667,-42.0,-509.0,40.75,35.63636363636363
39,39,2022/08/13,佐賀,曇,7,ほとめきナイター賞,,8,5,5,10.9,2.0,4.0,石川慎将,56,ダ1400,不,-3.0,1:33.9,2.6,8.0,8-7-7-4,0.0-38.5,38.8,458(-2),,,テーオーピタゴラス,4.4,2.0,,0.4,1.3454545454545455,31.454545454545453,0,,,38.53636363636363,0.5157894736842106,14.90947816826411,15.075284735800567,93.9,8.0,4.0,6.5,1.0,0.0,38.5,38.8,0.29999999999999716,-38.5,16.99705882352941,39.59117647058822,8.573529411764707,22.808823529411754,0.21470588235294108,-22.594117647058827,0.0,4.0,4.0,0.8905228758169935,7.705882352941177,8.970588235294118,2.0294117647058822,3.2941176470588234,1.2647058823529411,30.720650503316797,2.812775519384542,4,2.6,1.3454545454545455,25.766666666666666,32.13137254901961,-72.0,-1903.0,25.0,31.454545454545453
40,40,2022/08/13,佐賀,曇,5,さがけいば無料ネット,,8,6,6,11.8,5.0,3.0,出水拓人,56,ダ1400,不,-3.0,1:32.0,0.8,30.0,6-6-5-5,0.0-39.3,39.5,526(+4),,,カミノメグミ,6.7,3.0,,0.6090909090909091,1.040909090909091,35.18181818181818,0,,,39.04545454545455,0.7282608695652174,15.217391304347826,15.116128987863929,92.0,6.0,5.0,5.5,0.75,0.0,39.3,39.5,0.20000000000000284,-39.3,7.451724137931035,39.48275862068966,6.887931034482759,32.45172413793103,0.42068965517241413,-32.03103448275861,2.0,3.0,1.0,0.6669891889719477,6.482758620689655,7.0344827586206895,1.4482758620689655,2.0,0.5517241379310345,13.472647186882844,1.3185682470855353,4,0.8,0.5363636363636363,26.266666666666666,28.94597701149425,-50.0,-1280.0,22.75,29.454545454545453
41,41,2022/08/13,佐賀,曇,7,ほとめきナイター賞,,8,8,8,11.4,3.0,2.0,田中直人,54.0,ダ1400,不,-3.0,1:31.9,0.6,31.0,2-2-1-1,0.0-38.5,39.0,449(0),,,テーオーピタゴラス,11.8,4.0,,1.0727272727272728,1.9954545454545454,24.727272727272727,0,,,41.13636363636363,0.39805825242718446,15.233949945593036,15.255289782833257,91.9,2.0,1.0,1.5,0.25,0.0,38.5,39.0,0.5,-38.5,13.377777777777778,38.93703703703704,6.024691358024691,26.3962962962963,0.8370370370370368,-25.55925925925926,-1.0,0.0,1.0,0.5479002992891883,6.037037037037037,5.962962962962963,0.18518518518518517,0.1111111111111111,-0.07407407407407407,14.198843011215486,1.7880663081801464,4,0.6,1.9954545454545454,25.833333333333332,30.6962962962963,-49.0,-1238.0,21.5,24.727272727272727
42,42,2022/08/13,佐賀,曇,5,さがけいば無料ネット,,8,4,4,13.2,6.0,2.0,小松丈二,56,ダ1400,不,-3.0,1:31.8,0.6,32.0,7-7-7-4,0.0-39.3,38.7,491(0),,,カミノメグミ,11.8,5.0,,1.0727272727272728,1.4363636363636363,29.818181818181817,0,,,38.86363636363637,0.4666666666666667,15.250544662309368,15.039593902790045,91.8,7.0,4.0,6.25,0.875,0.0,39.3,38.7,-0.5999999999999943,-39.3,0.0,39.57474747474748,7.98989898989899,39.47373737373737,-0.10101010101010058,-39.57474747474748,2.0,5.0,3.0,0.844500196772924,7.313131313131313,8.424242424242424,1.7575757575757576,2.8686868686868685,1.1111111111111112,17.71591375007228,0.9943339479269524,6,0.6,1.4363636363636363,26.0,26.349494949494957,-48.0,-5342.0,23.25,29.818181818181817
43,43,2022/08/21,佐賀,晴,9,長崎街道中原宿特選,,12,8,12,12.6,4,10,吉本隆記,56,ダ900,不,-1,0:55.6,1.1,33,6-7,0.0-36.8,36.9,465(-4),,,アロハロック,,6,,0.0,0.4454545454545455,29.818181818181817,0,,,41.00909090909091,0.6060606060606061,16.18705035971223,15.09824395195334,55.6,6.0,7.0,6.5,0.5,0.0,36.8,36.9,0.10000000000000142,-36.8,3.8925925925925924,39.8925925925926,3.9814814814814814,37.459259259259255,1.4592592592592586,-36.00000000000001,-3.0,-4.0,-1.0,0.3520231100296459,4.592592592592593,3.7037037037037037,-1.8518518518518519,-2.740740740740741,-0.8888888888888888,18.549162476279854,1.9728902448862549,4,1.1,1.0454545454545454,24.566666666666663,28.37901234567901,-47.0,-1502.0,39.0,34.45454545454545
44,44,2022/08/13,佐賀,曇,7,ほとめきナイター賞,,8,2,2,65.2,5.0,6.0,長田進仁,56,ダ1400,不,-3.0,1:35.5,4.2,-10.0,4-3-5-7,0.0-38.5,42.0,481(-2),,,テーオーピタゴラス,,7.0,,0.0,2.354545454545455,18.09090909090909,0,,,40.89090909090909,0.18811881188118812,14.659685863874346,15.074865775843703,95.5,4.0,7.0,4.75,0.5,0.0,38.5,42.0,3.5,-38.5,,,4.91031746031746,,,,1.0,-2.0,-3.0,0.4032427889570746,5.876190476190477,4.114285714285714,-0.6285714285714286,-2.3904761904761904,-1.7619047619047619,16.015736854253447,1.4146807571722393,8,4.2,2.372727272727273,26.833333333333332,,-90.0,-5215.0,8.0,18.818181818181817
45,45,2022/08/13,佐賀,曇,7,ほとめきナイター賞,,8,3,3,16.1,4,8,倉富隆一,56,ダ1400,不,-3,1:35.6,4.3,-11,1-1-3-5,0.0-38.5,42.8,481(+1),,,テーオーピタゴラス,,8,,0.0,2.6363636363636362,26.272727272727273,0,,,40.527272727272724,0.5714285714285714,14.644351464435147,15.174869301419367,95.6,1.0,5.0,2.5,0.125,0.0,38.5,42.8,4.299999999999997,-38.5,5.6692307692307695,39.103846153846156,3.496794871794872,34.58076923076923,1.1461538461538454,-33.434615384615384,-3.0,-7.0,-4.0,0.25400155400155405,4.384615384615385,2.8461538461538463,-1.6923076923076923,-3.230769230769231,-1.5384615384615385,23.699305147448506,2.253855103104179,4,4.3,1.45,27.099999999999998,28.34102564102564,-91.0,-1281.0,-1.25,14.818181818181818
46,46,2022/08/13,佐賀,曇,7,ほとめきナイター賞,,8,6,6,87.1,6,7,出水拓人,54,ダ1400,不,-3,1:35.6,4.3,-11,5-5-6-8,0.0-38.5,41.5,443(+5),,,テーオーピタゴラス,,9,,0.0,3.0363636363636357,7.090909090909091,0,,,41.345454545454544,0.10679611650485436,14.644351464435147,14.815386038761076,95.6,5.0,8.0,6.0,0.625,0.0,38.5,41.5,3.0,-38.5,0.0,40.28970588235294,6.014705882352941,41.57205882352942,1.282352941176471,-40.28970588235294,1.0,-2.0,-3.0,0.5406003310415075,6.8088235294117645,5.397058823529412,0.14705882352941177,-1.2647058823529411,-1.411764705882353,19.190857586695635,1.9008482613247668,5,4.3,3.0090909090909084,26.666666666666668,27.287254901960782,-91.0,-4886.0,-6.5,9.545454545454545
47,47,2022/07/17,佐賀,曇,9,ルビー特選,,9,6,6,47.8,9,9,倉富隆一,56,ダ1750,重,9,2:05.5,7.1,-30,8-8-9-9,0.0-41.7,42.9,496(-9),,,サイゴウパワー,,10,,1.0727272727272728,2.0363636363636366,32.27272727272727,0,,,39.32727272727273,0.41818181818181815,13.944223107569721,15.128719385084487,125.5,8.0,9.0,8.5,0.8888888888888888,0.0,41.7,42.9,1.1999999999999957,-41.7,4.062222222222222,39.34222222222221,7.466666666666667,35.475555555555545,0.19555555555555595,-35.279999999999994,0.0,-1.0,-1.0,0.7033638583638586,7.133333333333334,7.622222222222222,1.3555555555555556,1.8444444444444446,0.4888888888888889,20.552114586792715,1.1296841153074926,5,7.1,1.4545454545454544,28.2,27.6474074074074,-110.0,-2210.0,10.5,23.90909090909091
48,48,2022/08/03,川崎,晴,6,C1四　五,,12,5,6,8.6,4,10,御神本訓,54,ダ1400,良,-13,1:32.0,1.8,36,9-9-8-12,39.0-39.2,40.2,468(-2),,,アートオブライフ,,1,,0.0,1.2727272727272727,41.8,0,,,40.290000000000006,0.5233644859813084,15.217391304347826,15.704196161231897,92.0,9.0,12.0,9.5,0.75,39.0,39.2,1.2000000000000028,1.0,-0.20000000000000284,36.6375,38.3875,6.609375,2.3812499999999996,0.6312499999999992,-1.75,2.0,-1.0,-3.0,0.5129655934343434,6.8125,6.5,-0.6875,-1.0,-0.3125,14.903611879635873,2.280214279981107,4,1.8,1.16,39.46666666666667,38.014583333333334,-44.0,-474.0,36.0,42.18181818181818
49,49,2022/08/03,川崎,晴,6,C1四　五,,12,4,4,3.8,2,4,笹川翼,54,ダ1400,良,-13,1:30.7,0.5,51,4-3-6-4,39.0-39.2,39.3,431(-10),,,アートオブライフ,18.0,2,,1.8,1.0636363636363637,47.9,0,,,41.1,0.6448598130841121,15.435501653803748,15.489324391997009,90.7,4.0,4.0,4.25,0.3333333333333333,39.0,39.2,0.29999999999999716,0.09999999999999432,-0.20000000000000284,32.95,40.025,3.1458333333333335,7.525000000000001,0.4499999999999993,-7.075,0.0,0.0,0.0,0.29656685906685903,2.8333333333333335,3.4166666666666665,-1.6666666666666667,-1.0833333333333333,0.5833333333333334,7.904758509947771,1.8193893246891661,4,0.5,1.1300000000000001,39.166666666666664,37.816666666666656,-29.0,-377.0,48.5,47.81818181818182
50,50,2022/08/05,川崎,曇,5,仏法僧特別,,11,7,8,13.8,6,3,増田充宏,56,ダ1600,重,-20,1:45.4,0.5,38,6-6-5-3,37.7-40.7,40.7,460(+4),,,ユキグニ,50.0,3,,4.545454545454546,1.3545454545454547,28.90909090909091,0,,,40.95454545454545,0.5089285714285714,15.180265654648956,14.987561585091152,105.4,6.0,3.0,5.0,0.5454545454545454,37.7,40.7,3.0,0.0,-3.0,36.13636363636363,40.38181818181818,5.659090909090909,4.818181818181819,0.5727272727272744,-4.245454545454544,0.0,3.0,3.0,0.5274536069990615,5.545454545454546,5.818181818181818,-0.36363636363636365,-0.09090909090909091,0.2727272727272727,14.64273615900465,1.1968709203585823,3,0.5,1.3545454545454547,39.7,39.157575757575756,-42.0,-562.0,39.25,28.90909090909091
51,51,2022/08/03,川崎,晴,6,C1四　五,,12,6,8,20.5,8.0,7.0,藤江渉,56,ダ1400,良,-13.0,1:31.1,0.9,46.0,1-1-1-1,39.0-39.2,40.1,441(-3),,,アートオブライフ,,4.0,,0.0,1.1363636363636365,45.27272727272727,0,,,39.95454545454545,0.5483870967741935,15.367727771679474,15.27342181487597,91.1,1.0,1.0,1.0,0.08333333333333333,39.0,39.2,1.1000000000000014,0.8999999999999986,-0.20000000000000284,16.88809523809524,39.80714285714286,5.51984126984127,23.178571428571434,0.2595238095238103,-22.919047619047614,-6.0,-6.0,0.0,0.572430215287358,5.071428571428571,6.0,0.38095238095238093,1.3095238095238095,0.9285714285714286,11.278614231990154,1.5007443619102157,4,0.9,1.1363636363636365,39.43333333333334,32.253968253968246,-34.0,-1589.0,45.5,45.27272727272727
52,52,2022/08/05,川崎,曇,6,雷光賞,,10,3,3,5.1,4,4,増田充宏,56,ダ900,重,-20,0:55.5,0.4,27,9-8,29.3-37.8,37.1,565(+3),,,マイネルリベラル,15.0,5,,0.0,1.481818181818182,41.72727272727273,0,,,39.554545454545455,0.2764227642276423,16.216216216216218,15.7549949734772,55.5,9.0,8.0,8.5,0.9,29.3,37.8,7.800000000000001,-0.6999999999999957,-8.499999999999996,36.36296296296297,38.47777777777778,6.3179012345679,2.5851851851851846,0.4703703703703702,-2.1148148148148143,4.0,5.0,1.0,0.4786199911199911,6.518518518518518,5.962962962962963,-0.37037037037037035,-0.9259259259259259,-0.5555555555555556,11.784848453044464,0.8046421438079393,5,0.4,1.8272727272727274,34.733333333333334,37.92962962962964,-53.0,-859.0,38.5,41.72727272727273
53,53,2022/08/02,川崎,晴,8,ペリドットフラワー賞,,12,3,3,7.4,4,5,真島大輔,56,ダ1400,良,-10,1:31.4,1.1,46,4-4-4-2,37.7-40.5,41.2,474(0),,,ゲキザル,25.0,6,,6.25,0.6142857142857144,39.5,0,,,41.1,0.8333333333333334,15.317286652078774,15.490616202390836,91.4,4.0,2.0,3.5,0.3333333333333333,37.7,40.5,3.5,0.7000000000000028,-2.799999999999997,34.642857142857146,39.77142857142858,3.607142857142857,5.371428571428573,0.24285714285714427,-5.128571428571427,-3.0,-1.0,2.0,0.3607142857142857,3.0,4.0,0.2857142857142857,1.2857142857142858,1.0,10.948030644823753,1.3628439932728915,3,1.1,0.7250000000000001,39.800000000000004,38.14285714285713,-34.0,-346.0,39.5,30.571428571428573
54,54,2022/08/01,川崎,晴,9,C2一　二三,,12,2,2,4.5,2,1,山崎誠士,56,ダ1400,良,-8,1:31.0,-0.1,52,6-7-6-5,38.0-40.7,39.6,477(-4),,,(メイクミーハッピー),100.0,7,,9.090909090909092,0.859090909090909,48.63636363636363,0,,,40.00909090909091,0.6587301587301587,15.384615384615385,15.685570123646945,91.0,6.0,5.0,6.0,0.5,38.0,40.7,1.6000000000000014,-1.1000000000000014,-2.700000000000003,35.355,38.86,7.6625,3.7950000000000004,0.28999999999999987,-3.5050000000000012,4.0,5.0,1.0,0.5711469780219781,7.3,7.9,0.75,1.35,0.6,11.051723375526597,1.4715133278101498,4,-0.05,0.859090909090909,39.43333333333334,37.788333333333334,-28.0,-532.0,47.75,48.63636363636363
55,55,2022/08/03,川崎,晴,6,C1四　五,,12,7,10,94.8,11,11,小林捺花,50.0,ダ1400,良,-13,1:32.1,1.9,35,5-7-4-10,39.0-39.2,40.4,477(-2),,,アートオブライフ,,8,,0.0,1.1409090909090907,46.27272727272727,0,,,40.190909090909095,0.36134453781512604,15.200868621064062,15.506953293888285,92.1,5.0,10.0,6.5,0.4166666666666667,39.0,39.2,1.3999999999999986,1.1999999999999957,-0.20000000000000284,34.0,39.342553191489365,8.187943262411347,5.572340425531914,0.22978723404255313,-5.342553191489361,-1.0,-6.0,-5.0,0.6945705004215642,8.085106382978724,8.191489361702128,1.297872340425532,1.4042553191489362,0.10638297872340426,15.51912742302937,1.817133684237043,7,1.9,1.4636363636363638,39.53333333333333,37.63829787234043,-45.0,-1333.0,34.25,38.09090909090909
56,56,2022/08/03,川崎,晴,8,三浦で「自然」と「食,,14,8,14,34.6,7.0,10,池谷匠翔,55.0,ダ1500,良,-13.0,1:38.2,2.3,44.0,11-11-13-10,30.0-39.9,40.4,476(+4),,,ハーモニーヤマト,,9,,0.0,1.3954545454545453,51.54545454545455,0,,,39.61818181818182,0.6201550387596899,15.274949083503055,15.181486689203536,98.2,11.0,10.0,11.25,0.7857142857142857,30.0,39.9,10.399999999999999,0.5,-9.899999999999999,19.922,40.13799999999999,6.831666666666666,20.147999999999996,-0.06799999999999998,-20.215999999999994,0.0,1.0,1.0,0.6489676434676435,5.38,7.78,0.7,3.1,2.4,14.354307231681348,1.350998889995449,7,2.3,1.3772727272727272,36.766666666666666,33.37666666666666,-36.0,-1756.0,48.5,51.54545454545455
57,57,2022/07/30,佐賀,曇,2,C2ー8組,,10,7,7,2.1,2.0,2,小松丈二,56,ダ1400,良,11.0,1:33.7,0.7,24.0,3-3-2-2,0.0-41.9,41.7,448(+4),,,ルーチェビアンカ,11.2,1,,1.018181818181818,1.2136363636363636,22.272727272727273,0,,,40.40909090909091,0.6836734693877551,14.941302027748131,15.305378675525294,93.7,3.0,2.0,2.5,0.3,0.0,41.9,41.7,-0.19999999999999574,-41.9,7.768421052631578,38.936842105263146,5.407894736842105,31.894736842105264,0.7263157894736848,-31.168421052631576,0.0,1.0,1.0,0.5115807567045956,4.894736842105263,5.842105263157895,-1.105263157894737,-0.15789473684210525,0.9473684210526315,19.348384945519356,2.1078662196638582,4,0.7,1.2136363636363636,27.866666666666664,28.789473684210527,-56.0,-947.0,23.5,22.272727272727273
58,58,2022/08/04,佐賀,曇,3,ヤングジョッキーズT,,12,5,5,41.6,8.0,9,青海大樹,54,ダ1400,良,15.0,1:35.4,3.6,9.0,2-2-3-4,0.0-38.0,41.4,446(-1),,,ミレッシモ,,2,,0.0,1.3181818181818181,12.454545454545455,0,,,41.40909090909091,0.5625,14.675052410901467,15.195745016436293,95.4,2.0,4.0,2.75,0.16666666666666666,0.0,38.0,41.4,3.3999999999999986,-38.0,7.241176470588235,39.27352941176471,5.022058823529412,33.25588235294118,1.223529411764706,-32.03235294117647,-5.0,-7.0,-2.0,0.40209173995938696,5.588235294117647,4.411764705882353,-0.8823529411764706,-2.0588235294117645,-1.1764705882352942,14.940535192446577,1.6676416196019372,4,3.6,1.3181818181818181,26.46666666666667,29.00392156862745,-71.0,-2073.0,13.75,12.454545454545455
59,59,2022/08/04,佐賀,曇,1,佐賀競馬移転開設50,,8,5,5,11.9,7.0,4.0,村松翔太,54,ダ1400,良,15.0,1:34.5,2.1,19.0,2-2-2-3,0.0-39.8,41.7,389(+1),,,ダイメイスイセン,4.2,3.0,,0.38181818181818183,1.7454545454545458,10.818181818181818,0,,,41.43636363636364,0.5555555555555556,14.814814814814815,15.022983506481511,94.5,2.0,3.0,2.25,0.25,0.0,39.8,41.7,1.9000000000000057,-39.8,2.3640000000000003,39.35733333333334,4.283333333333333,38.24933333333332,1.256,-36.99333333333334,-1.0,-2.0,-1.0,0.30091822991822986,5.773333333333333,3.2266666666666666,-1.1066666666666667,-3.6533333333333333,-2.546666666666667,15.526137376316585,1.4828118409557804,6,2.1,1.7454545454545458,27.166666666666668,27.444888888888897,-61.0,-4961.0,17.5,10.818181818181818
60,60,2022/08/04,佐賀,曇,1,佐賀競馬移転開設50,,8,1,1,6.2,2.0,3,飛田愛斗,54,ダ1400,良,15.0,1:34.3,1.9,22.0,8-8-8-5,0.0-39.8,40.3,416(+7),,,ダイメイスイセン,6.3,4,,0.5727272727272728,1.518181818181818,15.090909090909092,0,,,40.6090909090909,0.5473684210526316,14.846235418875928,15.1035831048117,94.3,8.0,5.0,7.25,1.0,0.0,39.8,40.3,0.5,-39.8,5.483333333333334,39.64166666666666,7.538194444444444,34.31666666666667,0.1583333333333344,-34.15833333333333,2.0,5.0,3.0,0.6871445105820105,7.208333333333333,7.5,1.1666666666666667,1.4583333333333333,0.2916666666666667,20.549102170167924,1.652508396347806,4,1.9,1.518181818181818,26.7,28.308333333333337,-58.0,-1356.0,19.25,15.090909090909092
61,61,2022/07/31,佐賀,曇,1,C2ー7組,,9,6,6,3.6,1.0,4,山下裕貴,54.0,ダ1400,良,7.0,1:34.2,1.2,15.0,8-8-7-8,0.0-41.6,41.0,432(0),,,クリストバウム,4.2,5,,0.38181818181818183,1.6045454545454545,17.0,0,,,40.74545454545454,0.5454545454545454,14.8619957537155,15.318806385492875,94.2,8.0,8.0,7.75,0.8888888888888888,0.0,41.6,41.0,-0.6000000000000014,-41.6,,,9.73662551440329,,,,4.0,4.0,0.0,0.8547417260380222,9.148148148148149,10.271604938271604,2.962962962962963,4.08641975308642,1.123456790123457,13.73272534457924,1.3150978864411844,7,1.2,1.6590909090909092,27.53333333333333,,-65.0,-3656.0,13.0,14.090909090909092
62,62,2022/07/31,佐賀,曇,1,C2ー7組,,9,3,3,125.7,9.0,5.0,加茂飛翔,52,ダ1400,良,7.0,1:34.3,1.3,14.0,7-7-8-5,0.0-41.6,41.0,422(-6),,,クリストバウム,2.8,6.0,,0.2545454545454545,2.4818181818181815,-0.6363636363636364,0,,,41.3,0.1595744680851064,14.846235418875928,15.188690877911926,94.3,7.0,5.0,6.75,0.7777777777777778,0.0,41.6,41.0,-0.6000000000000014,-41.6,13.592105263157896,39.176315789473676,8.442982456140351,26.071052631578944,0.4868421052631579,-25.58421052631579,0.0,2.0,2.0,0.7783160552897396,8.105263157894736,8.657894736842104,0.6052631578947368,1.1578947368421053,0.5526315789473685,25.79553447688302,1.8373078667546878,5,1.3,2.4818181818181815,27.53333333333333,30.810526315789474,-66.0,-2214.0,-6.75,-0.6363636363636364
63,63,2022/08/04,佐賀,曇,1,佐賀競馬移転開設50,,8,8,8,19.0,8.0,5,出水拓人,54,ダ1400,良,15.0,1:34.6,2.2,18.0,6-7-5-6,0.0-39.8,40.9,449(+1),,,ダイメイスイセン,2.8,7,,0.2545454545454545,1.7909090909090908,9.909090909090908,0,,,41.14545454545454,0.36082474226804123,14.799154334038056,15.08306699398666,94.6,6.0,6.0,6.0,0.75,0.0,39.8,40.9,1.1000000000000014,-39.8,,,5.861772486772487,,,,1.0,1.0,0.0,0.6212104033532603,5.928571428571429,5.841269841269841,-0.24603174603174602,-0.3333333333333333,-0.0873015873015873,17.2009239212191,1.5875757622216335,7,2.2,1.9727272727272727,26.899999999999995,,-62.0,-6776.0,5.0,9.454545454545455
64,64,2022/07/31,佐賀,曇,1,C2ー7組,,9,7,7,9.0,5.0,3,吉本隆記,54,ダ1400,良,7.0,1:34.0,1.0,17.0,6-6-6-6,0.0-41.6,41.4,444(+4),,,クリストバウム,6.3,8,,0.5727272727272728,2.0818181818181816,6.090909090909091,0,,,40.91818181818182,0.375,14.893617021276595,15.024815250878554,94.0,6.0,6.0,6.0,0.6666666666666666,0.0,41.6,41.4,-0.20000000000000284,-41.6,2.2933333333333334,39.73666666666667,6.741666666666666,37.94333333333334,0.4999999999999995,-37.44333333333334,3.0,3.0,0.0,0.6090572390572391,7.0,6.266666666666667,0.4,-0.3333333333333333,-0.7333333333333333,20.586307240144844,1.6076106713877043,4,1.0,2.0818181818181816,27.666666666666668,27.422222222222217,-63.0,-1908.0,5.75,6.090909090909091
